project,facility_name,tollclass,PBA2050_RTP_ID,s2toll_mandatory,THRESHOLD_SPEED,MAX_TOLL,MIN_TOLL,Grouping major,Grouping minor,Project
NextGenFwy,na,770078,,,,5,,SF_AM,SF_AM,
NextGenFwy,na,770081,,,,5,,EastBay_Inner_PM,EastBay_InnerBBApproach80580880_PM,
NextGenFwy,na,770082,,,,5,,EastBay_Inner_AM,EastBay_InnerBBApproach80580880_AM,
NextGenFwy,na,770083,,,,5,,EastBay_Outer_PM,EastBay_Outer80_PM,
NextGenFwy,na,770084,,,,5,,EastBay_Outer_AM,EastBay_Outer80_AM,
NextGenFwy,na,770085,,,,5,,EastBay_Outer_PM,EastBay_Outer80_PM,
NextGenFwy,na,770086,,,,5,,EastBay_Outer_AM,EastBay_Outer80_AM,
NextGenFwy,na,770087,,,,5,,Periphery_PM,Periphery_80Solano_PM,
NextGenFwy,na,770088,,,,5,,Periphery_AM,Periphery_80Solano_AM,
NextGenFwy,na,770091,,,,5,,Periphery_PM,Periphery_80Solano_PM,
NextGenFwy,na,770092,,,,5,,Periphery_AM,Periphery_80Solano_AM,
NextGenFwy,na,770101,,,,5,,SF_AM,SF_AM,
NextGenFwy,na,770102,,,,5,,SF_PM,SF_PM,
NextGenFwy,na,770103,,,,5,,SFOSanMateo_PM,SFOSanMateo_101_PM,
NextGenFwy,na,770104,,,,5,,SFOSanMateo_AM,SFOSanMateo_101_AM,
NextGenFwy,na,770105,,,,5,,SFOSanMateo_PM,SFOSanMateo_101_PM,
NextGenFwy,na,770106,,,,5,,SFOSanMateo_AM,SFOSanMateo_101_AM,
NextGenFwy,na,770107,,,,5,,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,na,770108,,,,5,,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,na,770109,,,,5,,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,na,770110,,,,5,,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,na,770111,,,,5,,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,na,770112,,,,5,,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,na,770113,,,,5,,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,na,770114,,,,5,,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,na,770115,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770116,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770117,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770118,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770119,,,,5,,SouthBay_Outer_AM,SouthBay_Outer10187_AM,
NextGenFwy,na,770120,,,,5,,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,na,770121,,,,5,,Periphery_AM,Periphery_101SouthBay_AM,
NextGenFwy,na,770122,,,,5,,Periphery_PM,Periphery_101SouthBay_PM,
NextGenFwy,na,770123,,,,5,,Periphery_AM,Periphery_101SouthBay_AM,
NextGenFwy,na,770124,,,,5,,Periphery_PM,Periphery_101SouthBay_PM,
NextGenFwy,na,770135,,,,5,,Periphery_PM,Periphery_101NorthBay_PM,
NextGenFwy,na,770136,,,,5,,Periphery_AM,Periphery_101NorthBay_AM,
NextGenFwy,na,770171,,,,5,,SouthBay_Outer_AM,SouthBay_Outer280680_AM,
NextGenFwy,na,770172,,,,5,,SouthBay_Outer_PM,SouthBay_Outer280680_PM,
NextGenFwy,na,770231,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770232,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770233,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770234,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770239,,,,5,,EastBay_Outer_PM,EastBay_Outer580_PM,
NextGenFwy,na,770240,,,,5,,EastBay_Outer_AM,EastBay_Outer580_AM,
NextGenFwy,na,770241,,,,5,,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,na,770242,,,,5,,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,na,770243,,,,5,,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,na,770244,,,,5,,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,na,770245,,,,5,,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,na,770246,,,,5,,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,na,770281,,,,5,,SF_AM,SF_AM,
NextGenFwy,na,770282,,,,5,,SF_PM,SF_PM,
NextGenFwy,na,770283,,,,5,,SouthBay_Outer_AM,SouthBay_Outer280680_AM,
NextGenFwy,na,770284,,,,5,,SouthBay_Outer_PM,SouthBay_Outer280680_PM,
NextGenFwy,na,770285,,,,5,,SouthBay_Outer_AM,SouthBay_Outer280680_AM,
NextGenFwy,na,770286,,,,5,,SouthBay_Outer_PM,SouthBay_Outer280680_PM,
NextGenFwy,na,770287,,,,5,,SFOSanMateo_PM,SFOSanMateo_280380_PM,
NextGenFwy,na,770288,,,,5,,SFOSanMateo_AM,SFOSanMateo_280380_AM,
NextGenFwy,na,770289,,,,5,,SanMateo_AM,SanMateo_28092_AM,
NextGenFwy,na,770290,,,,5,,SanMateo_PM,SanMateo_28092_PM,
NextGenFwy,na,770381,,,,5,,SFOSanMateo_PM,SFOSanMateo_280380_PM,
NextGenFwy,na,770382,,,,5,,SFOSanMateo_AM,SFOSanMateo_280380_AM,
NextGenFwy,na,770401,,,,5,,Periphery_PM,Periphery_SR4_PM,
NextGenFwy,na,770402,,,,5,,Periphery_AM,Periphery_SR4_AM,
NextGenFwy,na,770403,,,,5,,Periphery_PM,Periphery_SR4_PM,
NextGenFwy,na,770404,,,,5,,Periphery_AM,Periphery_SR4_AM,
NextGenFwy,na,770407,,,,5,,Periphery_PM,Periphery_SR4_PM,
NextGenFwy,na,770408,,,,5,,Periphery_AM,Periphery_SR4_AM,
NextGenFwy,na,770581,,,,5,,EastBay_Inner_PM,EastBay_InnerBBApproach80580880_PM,
NextGenFwy,na,770582,,,,5,,EastBay_Inner_AM,EastBay_InnerBBApproach80580880_AM,
NextGenFwy,na,770583,,,,5,,EastBay_Inner_PM,EastBay_Inner580_PM,
NextGenFwy,na,770584,,,,5,,EastBay_Inner_AM,EastBay_Inner580_AM,
NextGenFwy,na,770585,,,,5,,EastBay_Outer_PM,EastBay_Outer580_PM,
NextGenFwy,na,770586,,,,5,,EastBay_Outer_AM,EastBay_Outer580_AM,
NextGenFwy,na,770587,,,,5,,Periphery_PM,Periphery_580_PM,
NextGenFwy,na,770588,,,,5,,Periphery_AM,Periphery_580_AM,
NextGenFwy,na,770589,,,,5,,Periphery_PM,Periphery_580_PM,
NextGenFwy,na,770590,,,,5,,Periphery_AM,Periphery_580_AM,
NextGenFwy,na,770683,,,,5,,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,na,770684,,,,5,,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,na,770689,,,,5,,EastBay_Outer_PM,EastBay_880680_PM,
NextGenFwy,na,770690,,,,5,,EastBay_Outer_AM,EastBay_880680_AM,
NextGenFwy,na,770691,,,,5,,SouthBay_Outer_PM,SouthBay_Outer280680_PM,
NextGenFwy,na,770692,,,,5,,SouthBay_Outer_AM,SouthBay_Outer280680_AM,
NextGenFwy,na,770853,,,,5,,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,na,770854,,,,5,,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,na,770855,,,,5,,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,na,770856,,,,5,,SouthBay_Outer_AM,SouthBay_Outer10187_AM,
NextGenFwy,na,770871,,,,5,,SouthBay_Outer_AM,SouthBay_Outer10187_AM,
NextGenFwy,na,770872,,,,5,,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,na,770879,,,,5,,EastBay_Inner_AM,EastBay_InnerBBApproach80580880_AM,
NextGenFwy,na,770880,,,,5,,EastBay_Inner_PM,EastBay_InnerBBApproach80580880_PM,
NextGenFwy,na,770881,,,,5,,EastBay_Outer_PM,EastBay_880680_PM,
NextGenFwy,na,770882,,,,5,,EastBay_Outer_AM,EastBay_880680_AM,
NextGenFwy,na,770883,,,,5,,EastBay_Outer_PM,EastBay_880680_PM,
NextGenFwy,na,770884,,,,5,,EastBay_Outer_AM,EastBay_880680_AM,
NextGenFwy,na,770885,,,,5,,EastBay_Outer_PM,EastBay_880680_PM,
NextGenFwy,na,770886,,,,5,,EastBay_Outer_AM,EastBay_880680_AM,
NextGenFwy,na,770887,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770888,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770889,,,,5,,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,na,770890,,,,5,,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,na,770891,,,,5,,SouthBay_Outer_AM,SouthBay_Outer280680_AM,
NextGenFwy,na,770892,,,,5,,SouthBay_Outer_PM,SouthBay_Outer280680_PM,
NextGenFwy,na,770923,,,,5,,SanMateo_AM,SanMateo_28092_AM,
NextGenFwy,na,770924,,,,5,,SanMateo_PM,SanMateo_28092_PM,
NextGenFwy,na,770981,,,,5,,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,na,770982,,,,5,,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,101_Marin_N - NGF_BPALT13Segments,980001,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,101_Marin_S - NGF_BPALT13Segments,980002,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,101_Peninsula_N - NGF_BPALT13Segments,980003,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,101_Peninsula_S - NGF_BPALT13Segments,980004,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,237_E - NGF_BPALT13Segments,980005,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,237_W - NGF_BPALT13Segments,980006,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,238_N - NGF_BPALT13Segments,980007,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,238_S - NGF_BPALT13Segments,980008,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,280_N - NGF_BPALT13Segments,980009,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,280_S - NGF_BPALT13Segments,980010,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,380_E - NGF_BPALT13Segments,980011,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,380_W - NGF_BPALT13Segments,980012,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,580_E - NGF_BPALT13Segments,980013,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,580_W - NGF_BPALT13Segments,980014,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,680_N - NGF_BPALT13Segments,980015,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,680_S - NGF_BPALT13Segments,980016,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,80_E - NGF_BPALT13Segments,980017,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,80_W - NGF_BPALT13Segments,980018,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,85_87_N - NGF_BPALT13Segments,980019,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,85_87_S - NGF_BPALT13Segments,980020,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,880_17_N - NGF_BPALT13Segments,980021,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,880_17_S - NGF_BPALT13Segments,980022,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,92_E - NGF_BPALT13Segments,980023,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,92_W - NGF_BPALT13Segments,980024,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,980_24_680_242_4_E - NGF_BPALT13Segments,980025,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,980_24_680_242_4_W - NGF_BPALT13Segments,980026,,,45,5,0.001,#N/A,#N/A,
NextGenFwy,I-80 Bay Bridge - US101 to Civic Center  (Per Mile Tolling) - EB,990075,,,45,5,0.001,SF_AM,SF_AM,
NextGenFwy,I-80 Bay Bridge - US101 to Civic Center  (Per Mile Tolling) - WB,990076,,,45,5,0.001,SF_PM,SF_PM,
NextGenFwy,I-80 Bay Bridge - Civic Center to SF Transbay Terminal  (Per Mile Tolling) - EB,990077,,,45,5,0.001,SF_PM,SF_PM,
NextGenFwy,I-80 Bay Bridge - Civic Center to SF Transbay Terminal  (Per Mile Tolling) - WB,990078,,,45,5,0.001,SF_AM,SF_AM,
NextGenFwy,I-80 Bay Bridge - SFOBB Toll Plaza to I-80 I-880  (Per Mile Tolling) - EB,990079,,,45,5,0.001,EastBay_Inner_PM,EastBay_InnerBBApproach80580880_PM,
NextGenFwy,I-80 ALA - SFOBB Toll Plaza to University Ave (Berkeley)  (Per Mile Tolling) - EB,990081,,,45,5,0.001,EastBay_Inner_PM,EastBay_InnerBBApproach80580880_PM,
NextGenFwy,I-80 ALA - SFOBB Toll Plaza to University Ave (Berkeley)  (Per Mile Tolling) - WB,990082,,,45,5,0.001,EastBay_Inner_AM,EastBay_InnerBBApproach80580880_AM,
NextGenFwy,I-80 ALA - University Ave (Berkeley) to Cutting Blvd (Richmond)  (Per Mile Tolling) - EB,990083,,,45,5,0.001,EastBay_Outer_PM,EastBay_Outer80_PM,
NextGenFwy,I-80 ALA - University Ave (Berkeley) to Cutting Blvd (Richmond)  (Per Mile Tolling) - WB,990084,,,45,5,0.001,EastBay_Outer_AM,EastBay_Outer80_AM,
NextGenFwy,I-80 CC - Cutting Blvd (Richmond) to Carquinez Bridge Toll Plaza  (Per Mile Tolling) - EB,990085,,,45,5,0.001,EastBay_Outer_PM,EastBay_Outer80_PM,
NextGenFwy,I-80 CC - Cutting Blvd (Richmond) to Carquinez Bridge Toll Plaza  (Per Mile Tolling) - WB,990086,,,45,5,0.001,EastBay_Outer_AM,EastBay_Outer80_AM,
NextGenFwy,I-80 SOL - Carquinez Bridge Toll Plaza to SR37 Interchange  (Per Mile Tolling) - EB,990087,,,45,5,0.001,Periphery_PM,Periphery_80Solano_PM,
NextGenFwy,I-80 SOL - Carquinez Bridge Toll Plaza to SR37 Interchange  (Per Mile Tolling) - WB,990088,,,45,5,0.001,Periphery_AM,Periphery_80Solano_AM,
NextGenFwy,I-80 SOL - SR37 Interchange to SR12/I-680 Interchange (Red Top Road)  (Per Mile Tolling) - EB,990089,,,45,5,0.001,Periphery_PM,Periphery_80Solano_PM,
NextGenFwy,I-80 SOL - SR37 Interchange to SR12/I-680 Interchange (Red Top Road)  (Per Mile Tolling) - WB,990090,,,45,5,0.001,Periphery_AM,Periphery_80Solano_AM,
NextGenFwy,I-80 SOL - SR12/I-680 Interchange (Red Top Road) to I-505 Interchange  (Per Mile Tolling) - EB,990091,,,45,5,0.001,Periphery_PM,Periphery_80Solano_PM,
NextGenFwy,I-80 SOL - SR12/I-680 Interchange (Red Top Road) to I-505 Interchange  (Per Mile Tolling) - WB,990092,,,45,5,0.001,Periphery_AM,Periphery_80Solano_AM,
NextGenFwy,US101 SF - I-280 Interchange to SFOBB entrance  (Per Mile Tolling) - NB,990101,,,45,5,0.001,SF_AM,SF_AM,
NextGenFwy,US101 SF - I-280 Interchange to SFOBB entrance  (Per Mile Tolling) - SB,990102,,,45,5,0.001,SF_PM,SF_PM,
NextGenFwy,US101 SF - SF County Line to I-280 Interchange  (Per Mile Tolling) - NB,990103,,,45,5,0.001,SF_AM,SF_AM,
NextGenFwy,US101 SF - SF County Line to I-280 Interchange  (Per Mile Tolling) - SB,990104,,,45,5,0.001,SF_PM,SF_PM,
NextGenFwy,US101 SM - I-380 Interchange to SF county line  (Per Mile Tolling) - NB,990105,,,45,5,0.001,SFOSanMateo_AM,SFOSanMateo_101_AM,
NextGenFwy,US101 SM - I-380 Interchange to SF county line  (Per Mile Tolling) - SB,990106,,,45,5,0.001,SFOSanMateo_PM,SFOSanMateo_101_PM,
NextGenFwy,US101 SM - SM Bridge (SR92) to I-380 Interchange  (Per Mile Tolling) - NB,990107,,,45,5,0.001,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,US101 SM - SM Bridge (SR92) to I-380 Interchange  (Per Mile Tolling) - SB,990108,,,45,5,0.001,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,US101 SM - Whipple Ave to SM Bridge (SR92)  (Per Mile Tolling) - NB,990109,,,45,5,0.001,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,US101 SM - Whipple Ave to SM Bridge (SR92)  (Per Mile Tolling) - SB,990110,,,45,5,0.001,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,US101 SM - Dumbarton Bridge (Willow Road) to Whipple Ave  (Per Mile Tolling) - NB,990111,,,45,5,0.001,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,US101 SM - Dumbarton Bridge (Willow Road) to Whipple Ave  (Per Mile Tolling) - SB,990112,,,45,5,0.001,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,US101 SM - SCL County Line to Dumbarton Bridge (Willow Road)  (Per Mile Tolling) - NB,990113,,,45,5,0.001,SanMateo_PM,SanMateo_101_PM,
NextGenFwy,US101 SM - SCL County Line to Dumbarton Bridge (Willow Road)  (Per Mile Tolling) - SB,990114,,,45,5,0.001,SanMateo_AM,SanMateo_101_AM,
NextGenFwy,US101 SCL - SR237 to SM County Line  (Per Mile Tolling) - NB,990115,,,45,5,0.001,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,US101 SCL - SR237 to SM County Line  (Per Mile Tolling) - SB,990116,,,45,5,0.001,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,US101 SCL - I-880 to SR237  (Per Mile Tolling) - NB,990117,,,45,5,0.001,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,US101 SCL - I-880 to SR237  (Per Mile Tolling) - SB,990118,,,45,5,0.001,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,US101 SCL - SR85 to I-880  (Per Mile Tolling) - NB,990119,,,45,5,0.001,SouthBay_Outer_AM,SouthBay_Outer10187_AM,
NextGenFwy,US101 SCL - SR85 to I-880  (Per Mile Tolling) - SB,990120,,,45,5,0.001,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,US101 SCL - Morgan Hill to SR85  (Per Mile Tolling) - NB,990121,,,45,5,0.001,Periphery_AM,Periphery_101SouthBay_AM,
NextGenFwy,US101 SCL - Morgan Hill to SR85  (Per Mile Tolling) - SB,990122,,,45,5,0.001,Periphery_PM,Periphery_101SouthBay_PM,
NextGenFwy,US101 SCL - San Benito County Line to Morgan Hill  (Per Mile Tolling) - NB,990123,,,45,5,0.001,Periphery_AM,Periphery_101SouthBay_AM,
NextGenFwy,US101 SCL - San Benito County Line to Morgan Hill  (Per Mile Tolling) - SB,990124,,,45,5,0.001,Periphery_PM,Periphery_101SouthBay_PM,
NextGenFwy,US101 MN - I-580 Interchange to GGB entrance  (Per Mile Tolling) - NB,990131,,,45,5,0.001,Periphery_PM,Periphery_101NorthBay_PM,
NextGenFwy,US101 MN - I-580 Interchange to GGB entrance  (Per Mile Tolling) - SB,990132,,,45,5,0.001,Periphery_AM,Periphery_101NorthBay_AM,
NextGenFwy,US101 MN - I-580 Interchange to SR116  (Per Mile Tolling) - NB,990135,,,45,5,0.001,Periphery_PM,Periphery_101NorthBay_PM,
NextGenFwy,US101 MN - I-580 Interchange to SR116  (Per Mile Tolling) - SB,990136,,,45,5,0.001,Periphery_AM,Periphery_101NorthBay_AM,
NextGenFwy,US101 SF - Golden Gate Bridge to Richardson Ave  (Per Mile Tolling) - NB,990137,,,45,5,0.001,SF_PM,SF_PM,
NextGenFwy,US101 SF - Golden Gate Bridge to Richardson Ave  (Per Mile Tolling) - SB,990138,,,45,5,0.001,SF_AM,SF_AM,
NextGenFwy,SR17 - I-280 Interchange to SR85  (Per Mile Tolling) - NB,990171,,,45,5,0.001,SouthBay_Outer_AM,SouthBay_Outer10187_AM,
NextGenFwy,SR17 - I-280 Interchange to SR85  (Per Mile Tolling) - SB,990172,,,45,5,0.001,SouthBay_Outer_PM,SouthBay_Outer10187_PM,
NextGenFwy,SR237 - US101 Interchange to I-880 Interchange  (Per Mile Tolling) - EB,990231,,,45,5,0.001,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,SR237 - US101 Interchange to I-880 Interchange  (Per Mile Tolling) - WB,990232,,,45,5,0.001,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,SR237 - SR85 to US101 Interchange  (Per Mile Tolling) - EB,990233,,,45,5,0.001,SouthBay_Inner_PM,SouthBay_Inner_PM,
NextGenFwy,SR237 - SR85 to US101 Interchange  (Per Mile Tolling) - WB,990234,,,45,5,0.001,SouthBay_Inner_AM,SouthBay_Inner_AM,
NextGenFwy,I-238 - I-880 Interchange to I-580 Interchange  (Per Mile Tolling) - EB,990239,,,45,5,0.001,EastBay_Outer_PM,EastBay_Outer580_PM,
NextGenFwy,I-238 - I-880 Interchange to I-580 Interchange  (Per Mile Tolling) - WB,990240,,,45,5,0.001,EastBay_Outer_AM,EastBay_Outer580_AM,
NextGenFwy,SR24 - I-580 Interchange to SR13 Interchange  (Per Mile Tolling) - EB,990241,,,45,5,0.001,EastBay_Outer_PM,EastBay_68024980_PM,
NextGenFwy,SR24 - I-580 Interchange to SR13 Interchange  (Per Mile Tolling) - WB,990242,,,45,5,0.001,EastBay_Outer_AM,EastBay_68024980_AM,
NextGenFwy,SR24 - SR13 Interchange to I-680 Interchange  (Per Mile Tolling) - EB,990243,,,45,5,0.001,EastBay_Outer_PM,EastBay_68024980_PM,
