A,B,_LANES,_FT,_ROUTENUM,_ROUTEDIR
8662,8661,1,7,121,N
8665,8666,1,7,121,N
8666,8652,1,7,121,N
8679,8695,2,3,121,N
8695,8665,2,7,121,N
8697,8651,2,7,121,N
8707,8679,2,7,121,N
8283,8279,1,7,121,S
8284,8283,1,7,121,S
8619,8661,1,7,121,S
8620,8619,1,4,121,S
8621,8620,1,4,121,S
8651,8697,2,7,121,S
8652,8666,1,7,121,S
8661,8662,1,7,121,S
8662,8652,1,7,121,S
8665,8695,2,7,121,S
8666,8665,1,7,121,S
8679,8707,2,7,121,S
8695,8679,2,3,121,S
8697,8633,2,7,121,S
8707,8651,2,7,121,S
2408,2412,2,7,123,N
2412,2407,2,7,123,N
2414,11544,2,7,123,N
2427,2414,2,7,123,N
2429,2430,3,7,123,N
2430,2427,2,7,123,N
2492,2429,2,7,123,N
2493,2492,2,7,123,N
2535,2536,2,7,123,N
2536,2493,2,7,123,N
2618,12062,2,7,123,N
2619,2535,2,7,123,N
2641,2642,1,4,123,N
2642,2657,2,7,123,N
2657,2658,2,7,123,N
2658,2659,2,7,123,N
2659,12069,2,7,123,N
11544,2408,2,7,123,N
12062,2619,2,7,123,N
12069,2618,2,7,123,N
2407,2406,3,7,123,S
2407,2412,2,7,123,S
2408,11544,2,7,123,S
2412,2408,2,7,123,S
2414,2427,2,7,123,S
2427,2430,2,7,123,S
2429,2492,2,7,123,S
2430,2429,3,7,123,S
2492,2493,2,7,123,S
2493,2536,2,7,123,S
2535,2619,2,7,123,S
2536,2535,2,7,123,S
2618,12069,2,7,123,S
2619,12062,2,7,123,S
2642,2641,1,4,123,S
2657,2642,2,7,123,S
2658,2657,2,7,123,S
2659,2658,2,7,123,S
11544,2414,2,7,123,S
12062,2618,2,7,123,S
12069,2659,2,7,123,S
8484,8485,1,7,128,E
8485,8607,1,7,128,E
8486,8484,1,4,128,E
8607,8605,2,7,128,E
8615,8624,1,4,128,E
8621,10251,1,4,128,E
8622,8621,1,4,128,E
8624,8622,1,4,128,E
8625,10246,1,4,128,E
10243,10247,1,4,128,E
10246,10243,1,4,128,E
10248,10247,1,4,128,E
10248,10249,1,4,128,E
10249,11957,1,4,128,E
10250,8625,1,4,128,E
10251,10250,1,4,128,E
8484,8486,1,4,128,W
8485,8484,1,7,128,W
8605,8607,2,7,128,W
8607,8485,1,7,128,W
8621,8622,1,4,128,W
8622,8624,1,4,128,W
8624,8615,1,4,128,W
8625,10250,1,4,128,W
10243,10246,1,4,128,W
10246,8625,1,4,128,W
10247,10243,1,4,128,W
10247,10248,1,4,128,W
10249,10248,1,4,128,W
10250,10251,1,4,128,W
10251,8621,1,4,128,W
11957,10249,1,4,128,W
5014,5240,2,7,130,E
5210,5234,2,7,130,E
5216,10446,1,4,130,E
5220,5224,2,7,130,E
5224,5216,1,4,130,E
5234,5220,2,7,130,E
5235,5210,1,7,130,E
5240,5241,2,7,130,E
5241,5235,2,7,130,E
10446,10447,1,4,130,E
10447,10448,1,4,130,E
10448,10449,1,4,130,E
10449,10450,1,4,130,E
10450,10451,1,4,130,E
10451,10452,1,4,130,E
10452,10453,1,4,130,E
5210,5235,1,7,130,W
5216,5224,1,4,130,W
5220,5234,2,7,130,W
5224,5220,2,7,130,W
5234,5210,2,7,130,W
5235,5241,2,7,130,W
5240,5014,2,7,130,W
5241,5240,2,7,130,W
10446,5216,1,4,130,W
10447,10446,1,4,130,W
10448,10447,1,4,130,W
10449,10448,1,4,130,W
10450,10449,1,4,130,W
10451,10450,1,4,130,W
10452,10451,1,4,130,W
10453,10452,1,4,130,W
7810,8172,1,7,131,E
7811,8173,2,7,131,E
7841,7844,1,7,131,E
7844,7811,2,7,131,E
8172,7809,1,7,131,E
8173,7810,2,7,131,E
7809,8172,1,7,131,W
7810,8173,2,7,131,W
7811,7844,2,7,131,W
7844,7841,1,7,131,W
8172,7810,1,7,131,W
8173,7811,2,7,131,W
4139,11593,2,3,152,E
4151,5427,1,7,152,E
4154,4176,2,7,152,E
4156,4158,1,7,152,E
4158,11591,1,7,152,E
4162,4156,1,7,152,E
4171,4162,2,7,152,E
4176,4175,2,7,152,E
4280,4151,1,7,152,E
4281,4280,1,7,152,E
5427,11208,1,4,152,E
11208,4154,1,4,152,E
11587,4139,1,7,152,E
11588,11587,1,7,152,E
11589,11588,1,7,152,E
11590,11589,1,7,152,E
11591,11590,1,7,152,E
11593,11594,2,3,152,E
11594,4138,3,3,152,E
4138,11594,2,3,152,W
4139,11587,1,7,152,W
4151,4280,1,7,152,W
4154,11208,1,4,152,W
4156,4162,1,7,152,W
4158,4156,1,7,152,W
4162,4171,2,7,152,W
4175,4176,2,7,152,W
4176,4154,2,7,152,W
4280,4281,1,7,152,W
5427,4151,1,7,152,W
11208,5427,1,4,152,W
11587,11588,1,7,152,W
11588,11589,1,7,152,W
11589,11590,1,7,152,W
11590,11591,1,7,152,W
11591,4158,1,7,152,W
11593,4139,2,3,152,W
11594,11593,2,3,152,W
4141,4139,1,3,156,E
11592,4141,1,3,156,E
4139,4141,1,3,156,W
4141,11592,1,3,156,W
1606,2000,1,7,160,N
1607,1606,1,7,160,N
1620,1607,1,7,160,N
1622,1668,3,2,160,N
1664,1620,1,7,160,N
1667,1664,1,7,160,N
1668,1682,1,7,160,N
1677,1678,2,2,160,N
1678,1679,2,2,160,N
1679,1622,2,2,160,N
1682,1667,1,7,160,N
1699,1751,3,2,160,N
1751,15981,3,2,160,N
1967,11896,1,7,160,N
1971,1967,1,7,160,N
1972,1971,1,7,160,N
2000,1972,1,7,160,N
10604,10605,1,2,160,N
10606,10604,1,2,160,N
15980,1677,3,2,160,N
15981,15980,3,2,160,N
1606,1607,1,7,160,S
1607,1620,1,7,160,S
1620,1664,1,7,160,S
1621,1674,2,2,160,S
1664,1667,1,7,160,S
1667,1682,1,7,160,S
1668,1673,2,2,160,S
1673,1621,2,2,160,S
1674,1675,2,2,160,S
1675,1676,2,2,160,S
1676,15978,3,2,160,S
1682,1668,1,7,160,S
1863,1692,3,2,160,S
1967,1971,1,7,160,S
1971,1972,1,7,160,S
1972,2000,1,7,160,S
2000,1606,1,7,160,S
11896,1967,1,7,160,S
15978,15979,3,2,160,S
15979,1863,3,2,160,S
3032,12091,1,7,185,N
3040,3098,1,7,185,N
3041,3040,1,7,185,N
3098,12086,1,7,185,N
3099,3100,1,7,185,N
3100,3101,1,7,185,N
3101,3032,1,7,185,N
3108,3197,1,7,185,N
3109,3108,1,7,185,N
3307,3388,2,7,185,N
3330,3467,1,7,185,N
3345,3472,1,7,185,N
3346,3330,1,7,185,N
3368,3345,2,7,185,N
3369,3368,2,7,185,N
3385,3307,2,7,185,N
3388,3483,2,7,185,N
3425,3436,2,7,185,N
3427,3385,3,7,185,N
3436,3494,2,7,185,N
3439,3446,2,7,185,N
3440,3439,2,7,185,N
3446,3427,2,7,185,N
3467,3041,1,7,185,N
3472,12114,1,7,185,N
3483,3369,2,7,185,N
3494,3440,2,7,185,N
3519,3425,2,7,185,N
3521,3527,2,7,185,N
3524,3521,2,7,185,N
3527,3566,2,7,185,N
3566,3519,2,7,185,N
3579,3524,2,7,185,N
12086,3099,1,7,185,N
12091,3109,1,7,185,N
12114,3346,1,7,185,N
3032,3101,1,7,185,S
3040,3041,1,7,185,S
3041,3467,1,7,185,S
3098,3040,1,7,185,S
3099,12086,1,7,185,S
3100,3099,1,7,185,S
3101,3100,1,7,185,S
3108,3109,1,7,185,S
3109,12091,1,7,185,S
3197,3108,1,7,185,S
3307,3385,2,7,185,S
3330,3346,1,7,185,S
3345,3368,2,7,185,S
3346,12114,1,7,185,S
3368,3369,2,7,185,S
3369,3483,2,7,185,S
3385,3427,3,7,185,S
3388,3307,2,7,185,S
3425,3519,2,7,185,S
3427,3446,2,7,185,S
3436,3425,2,7,185,S
3439,3440,2,7,185,S
3440,3494,2,7,185,S
3446,3439,2,7,185,S
3467,3330,1,7,185,S
3472,3345,1,7,185,S
3483,3388,2,7,185,S
3494,3436,2,7,185,S
3519,3566,2,7,185,S
3521,3524,2,7,185,S
3524,3579,2,7,185,S
3527,3521,2,7,185,S
3566,3527,2,7,185,S
12086,3098,1,7,185,S
12091,3032,1,7,185,S
12114,3472,1,7,185,S
10440,10444,1,7,220,E
10444,10445,1,7,220,E
10444,10440,1,7,220,W
10445,10444,1,7,220,W
8680,8696,2,3,221,N
8696,8679,2,3,221,N
8679,8696,2,3,221,S
8696,8680,2,3,221,S
4392,5806,2,3,237,E
4864,5670,2,2,237,E
4992,5504,2,2,237,E
5504,5663,2,2,237,E
5507,4992,2,2,237,E
5508,5521,2,2,237,E
5521,5533,2,2,237,E
5533,5534,2,2,237,E
5534,5507,2,2,237,E
5625,5508,2,2,237,E
5648,5870,3,2,237,E
5650,5648,2,2,237,E
5663,5664,2,2,237,E
5664,5669,2,2,237,E
5669,4864,2,2,237,E
5670,5671,2,2,237,E
5671,5650,3,2,237,E
5779,5765,2,7,237,E
5780,5779,2,3,237,E
5794,5803,3,3,237,E
5803,5804,3,3,237,E
5804,4392,3,3,237,E
5806,5780,3,3,237,E
5810,5830,3,2,237,E
5830,5794,3,2,237,E
5851,5810,2,2,237,E
5853,5851,2,2,237,E
5868,5853,2,2,237,E
5870,5868,2,2,237,E
9042,20197,1,2,237,E
9043,9042,1,2,237,E
9047,9043,1,2,237,E
9051,20199,1,2,237,E
9059,20200,1,2,237,E
10141,10142,1,2,237,E
10142,10143,1,2,237,E
10143,20202,1,2,237,E
10199,10141,1,2,237,E
20199,9047,1,2,237,E
20200,9051,1,2,237,E
20202,9059,1,2,237,E
4392,5804,3,3,237,W
4862,5829,2,2,237,W
4999,5512,2,2,237,W
5495,5631,2,2,237,W
5503,4999,2,2,237,W
5510,5495,3,2,237,W
5512,5535,2,2,237,W
5535,5536,2,2,237,W
5536,5510,2,2,237,W
5649,5668,2,2,237,W
5668,5841,2,2,237,W
5765,5779,2,7,237,W
5779,5780,2,3,237,W
5780,5806,3,3,237,W
5797,5838,2,2,237,W
5803,5797,3,3,237,W
5804,5803,3,3,237,W
5806,4392,2,3,237,W
5809,5811,4,2,237,W
5811,5852,3,2,237,W
5826,5503,2,2,237,W
5827,5826,2,2,237,W
5829,5827,2,2,237,W
5831,5838,1,2,237,W
5831,9038,1,2,237,W
5838,5809,4,2,237,W
5841,5842,2,2,237,W
5842,4862,2,2,237,W
5852,5862,2,2,237,W
5862,5869,2,2,237,W
5869,5873,2,2,237,W
5873,5649,2,2,237,W
9038,9044,1,2,237,W
9044,20198,1,2,237,W
9048,9050,1,2,237,W
9050,9056,1,2,237,W
9056,20201,1,2,237,W
9060,20203,1,2,237,W
10139,10140,1,2,237,W
10140,20204,1,2,237,W
20198,9048,1,2,237,W
20201,9060,1,2,237,W
20203,10139,1,2,237,W
3088,3694,2,7,238,N
3378,3377,1,1,238,N
3411,3498,3,2,238,N
3412,3411,3,2,238,N
3413,3412,3,2,238,N
3432,3378,2,2,238,N
3433,3432,3,2,238,N
3518,3479,1,5,238,N
3520,3518,3,7,238,N
3522,12219,3,7,238,N
3523,3522,3,7,238,N
3525,3523,3,7,238,N
3545,3580,2,7,238,N
3546,3553,2,7,238,N
3547,3546,2,7,238,N
3548,3547,2,7,238,N
3549,3548,2,7,238,N
3553,3545,2,7,238,N
3579,12263,3,7,238,N
3580,3579,3,7,238,N
3694,12136,2,7,238,N
3721,3732,3,7,238,N
3722,3088,3,7,238,N
3732,3722,3,7,238,N
3733,3721,2,7,238,N
3734,3733,2,7,238,N
3798,3799,1,7,238,N
3798,3801,2,7,238,N
3801,12148,2,7,238,N
3803,12048,2,7,238,N
3806,3807,2,7,238,N
3807,3836,2,7,238,N
3808,3829,2,7,238,N
3826,3945,2,7,238,N
3829,3826,2,7,238,N
3836,3808,2,7,238,N
3939,3798,3,7,238,N
3945,3803,2,7,238,N
12048,3939,2,7,238,N
12136,3549,3,7,238,N
12148,20368,2,7,238,N
12219,3520,3,7,238,N
12261,12263,3,7,238,N
12263,3525,3,7,238,N
20368,3734,2,7,238,N
3088,3722,3,7,238,S
3399,3422,2,1,238,S
3422,3413,3,2,238,S
3434,3518,1,5,238,S
3435,3433,3,2,238,S
3437,3435,3,2,238,S
3478,3437,3,2,238,S
3518,3520,3,7,238,S
3520,12219,3,7,238,S
3522,3523,3,7,238,S
3523,3525,3,7,238,S
3525,12263,3,7,238,S
3545,3553,2,7,238,S
3546,3547,2,7,238,S
3547,3548,2,7,238,S
3548,3549,2,7,238,S
3549,12136,3,7,238,S
3553,3546,2,7,238,S
3579,3580,3,7,238,S
3580,3545,2,7,238,S
3694,3088,2,7,238,S
3721,3733,2,7,238,S
3722,3732,3,7,238,S
3732,3721,3,7,238,S
3733,3734,2,7,238,S
3734,20368,2,7,238,S
3798,3939,3,7,238,S
3799,3798,1,7,238,S
3801,3798,2,7,238,S
3803,3945,2,7,238,S
3807,3806,2,7,238,S
3808,3836,2,7,238,S
3826,3829,2,7,238,S
3829,3808,2,7,238,S
3836,3807,2,7,238,S
3939,12048,2,7,238,S
3945,3826,2,7,238,S
12048,3803,2,7,238,S
12136,3694,2,7,238,S
12148,3801,2,7,238,S
12219,3522,3,7,238,S
12263,3579,3,7,238,S
20368,12148,2,7,238,S
2023,2059,2,1,242,N
2024,2030,4,2,242,N
2026,2024,3,2,242,N
2030,2023,3,2,242,N
2032,12266,3,2,242,N
2036,2032,3,2,242,N
2061,2026,3,2,242,N
12266,2061,3,2,242,N
2025,2027,3,2,242,S
2027,2129,3,2,242,S
2033,2170,2,2,242,S
2070,2025,3,2,242,S
2092,12267,3,2,242,S
2129,2092,3,2,242,S
2165,2166,2,1,242,S
2166,2070,3,2,242,S
2170,2074,2,2,242,S
12267,2033,3,2,242,S
3234,3235,2,7,260,N
3235,3236,2,7,260,N
3236,3237,2,7,260,N
3237,3269,1,7,260,N
3267,2834,2,3,260,N
3269,3267,2,3,260,N
2833,3266,2,3,260,S
3235,3234,2,7,260,S
3236,3235,2,7,260,S
3237,3236,2,7,260,S
3266,3268,2,3,260,S
3268,3237,2,7,260,S
3665,3845,2,7,262,N
3845,3864,3,7,262,N
3864,3871,3,7,262,N
3871,3872,2,7,262,N
3845,3665,2,7,262,S
3864,3879,3,7,262,S
3871,3864,3,7,262,S
3872,3871,2,7,262,S
4486,4989,5,2,280,N
4643,4677,4,2,280,N
4645,4643,4,2,280,N
4661,5570,3,2,280,N
4666,4672,3,2,280,N
4669,4666,3,2,280,N
4672,4661,3,2,280,N
4677,4679,4,2,280,N
4679,5904,4,2,280,N
4688,4692,4,2,280,N
4692,4694,3,2,280,N
4694,4696,3,2,280,N
4696,4669,3,2,280,N
4728,4688,3,2,280,N
4731,4728,4,2,280,N
4815,4731,3,2,280,N
4817,4815,4,2,280,N
4822,4817,3,2,280,N
4861,5159,5,2,280,N
4906,4907,4,2,280,N
4907,5160,4,2,280,N
4909,4906,4,2,280,N
4938,5192,4,2,280,N
4969,4975,4,2,280,N
4970,4969,4,2,280,N
4975,4938,5,2,280,N
4989,4970,4,2,280,N
5159,4822,4,2,280,N
5160,4861,5,2,280,N
5181,4909,5,2,280,N
5192,5181,5,2,280,N
5250,4486,4,2,280,N
5570,4645,3,2,280,N
5904,5905,4,2,280,N
5905,5908,4,2,280,N
5908,5919,4,2,280,N
5919,6038,4,2,280,N
5959,6633,4,2,280,N
6035,6063,4,2,280,N
6038,6035,4,2,280,N
6053,6059,4,2,280,N
6056,6062,4,2,280,N
6059,6056,4,2,280,N
6062,6084,4,2,280,N
6063,6053,4,2,280,N
6072,6079,4,2,280,N
6076,6072,4,2,280,N
6079,6269,4,2,280,N
6084,6076,4,2,280,N
6113,6636,5,2,280,N
6177,6686,5,2,280,N
6203,6242,4,2,280,N
6230,6430,4,2,280,N
6241,6230,4,2,280,N
6242,6241,4,2,280,N
6269,6276,4,2,280,N
6275,6203,4,2,280,N
6276,6275,4,2,280,N
6430,6432,4,2,280,N
6432,6438,4,2,280,N
6438,6443,4,2,280,N
6439,6504,5,2,280,N
6443,6439,4,2,280,N
6504,6505,4,2,280,N
6505,5959,5,2,280,N
6633,6645,4,2,280,N
6636,6652,4,2,280,N
6643,6113,4,2,280,N
6645,6643,4,2,280,N
6652,6710,5,2,280,N
6686,6858,3,2,280,N
6710,6177,6,2,280,N
6802,6810,5,2,280,N
6810,6816,4,1,280,N
6816,6959,2,1,280,N
6824,6825,4,2,280,N
6825,6826,4,2,280,N
6826,6860,4,2,280,N
6842,6844,4,2,280,N
6844,6824,4,2,280,N
6857,6842,4,2,280,N
6858,6857,4,2,280,N
6860,6802,4,2,280,N
6943,6962,5,2,280,N
6946,6943,4,2,280,N
6948,6946,4,2,280,N
6959,6965,3,2,280,N
6962,6956,2,2,280,N
6962,7066,2,2,280,N
6965,6967,3,2,280,N
6967,6948,4,2,280,N
10163,10164,1,2,280,N
10164,10165,1,2,280,N
10165,10166,1,2,280,N
10166,10167,1,2,280,N
10167,10652,1,2,280,N
10169,10170,1,2,280,N
10170,10171,1,2,280,N
10171,10653,1,2,280,N
10173,10174,1,2,280,N
10174,10175,1,2,280,N
10175,10176,1,2,280,N
10176,10177,1,2,280,N
10177,10178,1,2,280,N
10178,10179,1,2,280,N
10179,20440,1,2,280,N
10652,10169,1,2,280,N
10653,10173,1,2,280,N
4492,5249,4,2,280,S
4496,4990,4,2,280,S
4641,4646,3,2,280,S
4642,4641,4,2,280,S
4646,4653,3,2,280,S
4653,4654,4,2,280,S
4654,4667,3,2,280,S
4667,4668,4,2,280,S
4668,4697,3,2,280,S
4676,4642,4,2,280,S
4678,4676,4,2,280,S
4689,20538,3,2,280,S
4693,4689,4,2,280,S
4695,4693,3,2,280,S
4697,4695,3,2,280,S
4729,4730,4,2,280,S
4730,4816,3,2,280,S
4816,4819,4,2,280,S
4819,4821,4,2,280,S
4821,4866,3,2,280,S
4863,4867,4,2,280,S
4866,4863,5,2,280,S
4867,4908,4,2,280,S
4908,4910,5,2,280,S
4910,4936,4,2,280,S
4934,4496,4,2,280,S
4936,4940,5,2,280,S
4939,4976,5,2,280,S
4940,5019,4,2,280,S
4976,4934,4,2,280,S
4990,4492,4,2,280,S
5019,5020,4,2,280,S
5020,4939,4,2,280,S
5902,5903,3,2,280,S
5903,4678,4,2,280,S
5907,5902,4,2,280,S
5917,5907,4,2,280,S
6036,6039,4,2,280,S
6039,5917,4,2,280,S
6055,6058,4,2,280,S
6058,6066,4,2,280,S
6061,6055,4,2,280,S
6064,6036,4,2,280,S
6066,6064,4,2,280,S
6074,6077,4,2,280,S
6077,6083,4,2,280,S
6078,6074,5,2,280,S
6083,6061,4,2,280,S
6137,6642,4,2,280,S
6229,6243,4,2,280,S
6231,6433,4,2,280,S
6232,6648,4,2,280,S
6239,6273,4,2,280,S
6243,6258,4,2,280,S
6258,6239,4,2,280,S
6268,6078,4,2,280,S
6273,6274,4,2,280,S
6274,6268,4,2,280,S
6433,6229,4,2,280,S
6440,6232,4,2,280,S
6469,6503,4,2,280,S
6503,6440,5,2,280,S
6624,6662,4,2,280,S
6635,6137,5,2,280,S
6639,6624,4,2,280,S
6640,6639,4,2,280,S
6642,6640,4,2,280,S
6648,6231,4,2,280,S
6651,6635,4,2,280,S
6654,6651,6,2,280,S
6662,6469,4,2,280,S
6687,6654,6,2,280,S
6811,6930,4,2,280,S
6815,6811,4,1,280,S
6827,6865,4,2,280,S
6856,6687,3,2,280,S
6859,6827,4,2,280,S
6863,6881,5,2,280,S
6865,6863,5,2,280,S
6877,6856,4,2,280,S
6878,6877,4,2,280,S
6881,6878,5,2,280,S
6930,6859,4,2,280,S
6942,6945,4,2,280,S
6945,6947,4,2,280,S
6947,6966,4,2,280,S
6949,6815,2,1,280,S
6956,6961,2,2,280,S
6961,6942,4,2,280,S
6963,6961,2,2,280,S
6964,6949,3,2,280,S
6966,6964,4,2,280,S
10145,10146,1,2,280,S
10146,10147,1,2,280,S
10147,10148,1,2,280,S
10148,10149,1,2,280,S
10149,10150,1,2,280,S
10150,10151,1,2,280,S
10151,10650,1,2,280,S
10153,20539,1,2,280,S
10155,10648,1,2,280,S
10157,10158,1,2,280,S
10158,10647,1,2,280,S
10160,10161,1,2,280,S
10161,10593,1,2,280,S
10647,10160,1,2,280,S
10648,10157,1,2,280,S
10649,10145,1,2,280,S
10650,10153,1,2,280,S
10651,10155,1,2,280,S
20441,10649,1,2,280,S
20538,4729,3,2,280,S
20539,10651,1,2,280,S
6490,6591,2,2,380,E
6493,6497,3,2,380,E
6495,6490,4,2,380,E
6497,6495,3,2,380,E
6612,6493,1,5,380,E
6778,6612,1,5,380,E
6420,6774,1,5,380,W
6491,6494,6,2,380,W
6492,6420,1,5,380,W
6494,6496,4,2,380,W
6496,6492,4,2,380,W
6591,6491,2,2,380,W
8855,8856,2,2,505,N
8856,11968,2,2,505,N
11949,8855,2,2,505,N
11968,11969,2,2,505,N
11969,11974,2,2,505,N
11974,11975,2,2,505,N
11975,11979,2,2,505,N
11979,11978,2,2,505,N
8854,11980,2,2,505,S
8857,8854,2,2,505,S
11970,11971,2,2,505,S
11971,8857,2,2,505,S
11972,11973,2,2,505,S
11973,11970,2,2,505,S
11976,11972,2,2,505,S
11977,11976,2,2,505,S
2303,2312,3,2,580,E
2312,2314,3,2,580,E
2314,2481,2,2,580,E
2338,2340,3,2,580,E
2340,2362,4,2,580,E
2352,2353,3,2,580,E
2353,2338,4,2,580,E
2356,2375,2,2,580,E
2357,2356,2,2,580,E
2362,2364,3,2,580,E
