A,B,_LANES,_FT,_ROUTENUM,_ROUTEDIR
2364,2366,4,2,580,E
2366,2368,3,2,580,E
2368,2403,4,2,580,E
2375,2468,2,2,580,E
2403,2303,3,2,580,E
2468,2352,4,2,580,E
2481,2483,2,2,580,E
2702,2905,5,2,580,E
2715,2702,3,2,580,E
2716,2715,3,2,580,E
2739,3502,5,2,580,E
2759,2760,4,2,580,E
2760,8317,6,2,580,E
2764,2765,2,2,580,E
2765,2769,2,1,580,E
2766,2767,4,2,580,E
2767,2769,3,2,580,E
2769,2771,4,2,580,E
2771,2716,5,2,580,E
2821,4087,4,2,580,E
2899,4122,4,2,580,E
2904,2941,4,2,580,E
2905,2912,4,2,580,E
2912,2904,4,2,580,E
2939,3166,4,2,580,E
2941,2939,5,2,580,E
3065,3067,4,2,580,E
3067,3350,4,2,580,E
3083,3084,4,2,580,E
3084,3085,4,2,580,E
3085,3065,4,2,580,E
3117,3131,4,2,580,E
3131,3133,4,2,580,E
3133,3083,4,2,580,E
3143,3117,4,2,580,E
3165,3143,4,2,580,E
3166,3165,4,2,580,E
3335,3443,4,2,580,E
3337,3335,4,2,580,E
3338,3337,4,2,580,E
3350,3353,5,2,580,E
3353,3338,4,2,580,E
3434,3498,3,1,580,E
3438,3444,4,2,580,E
3443,3438,4,2,580,E
3444,3445,4,2,580,E
3445,3434,4,2,580,E
3498,2739,5,2,580,E
3502,3576,4,2,580,E
3542,4016,4,2,580,E
3576,3542,4,2,580,E
3992,4047,4,2,580,E
3994,3992,4,2,580,E
3995,4040,4,2,580,E
4002,3994,6,2,580,E
4013,4015,4,2,580,E
4015,4030,5,2,580,E
4016,4013,4,2,580,E
4030,4002,4,2,580,E
4040,2759,5,2,580,E
4045,3995,5,2,580,E
4047,4045,4,2,580,E
4074,4079,5,2,580,E
4079,4080,4,2,580,E
4080,2821,5,2,580,E
4087,4088,6,2,580,E
4088,4114,4,2,580,E
4114,4116,5,2,580,E
4115,2899,5,2,580,E
4116,4115,4,2,580,E
4122,4124,4,2,580,E
4124,4111,4,2,580,E
7853,2341,2,2,580,E
7896,7853,2,2,580,E
7901,7896,2,2,580,E
8317,8319,4,2,580,E
8319,8775,5,2,580,E
8772,8773,4,2,580,E
8773,4074,5,2,580,E
8775,8772,4,2,580,E
9407,9408,2,2,580,E
9408,9409,2,2,580,E
9409,9410,2,2,580,E
9410,9411,2,2,580,E
9411,9412,2,2,580,E
9412,9466,2,2,580,E
9413,9414,2,2,580,E
9414,9415,2,2,580,E
9415,9416,2,2,580,E
9416,9417,2,2,580,E
9417,9418,1,2,580,E
9418,9463,1,2,580,E
9432,9407,1,2,580,E
9463,9465,1,2,580,E
9465,9808,1,2,580,E
9466,9413,2,2,580,E
9527,9528,1,2,580,E
9528,9529,1,2,580,E
9529,9432,1,2,580,E
2247,2477,3,2,580,W
2313,2393,3,2,580,W
2337,2361,4,2,580,W
2339,2337,3,2,580,W
2342,7894,2,2,580,W
2358,2342,2,2,580,W
2360,2247,3,2,580,W
2361,2360,3,2,580,W
2363,2339,3,2,580,W
2365,2363,3,2,580,W
2367,2365,4,2,580,W
2369,2367,3,2,580,W
2393,2402,3,2,580,W
2402,2369,3,2,580,W
2477,2242,3,2,580,W
2482,2485,2,2,580,W
2485,2490,2,2,580,W
2490,2313,3,2,580,W
2701,2711,4,2,580,W
2708,2701,3,2,580,W
2711,2772,5,2,580,W
2755,3500,5,2,580,W
2757,4039,4,2,580,W
2758,2757,4,2,580,W
2772,2773,5,2,580,W
2773,2777,2,1,580,W
2773,2779,3,2,580,W
2777,2778,2,2,580,W
2897,4103,4,2,580,W
2902,2911,4,2,580,W
2903,2902,4,2,580,W
2906,2708,5,2,580,W
2911,2906,4,2,580,W
2936,4123,4,2,580,W
2958,2959,4,2,580,W
2959,2963,4,2,580,W
2963,2964,4,2,580,W
2964,2903,4,2,580,W
3054,3126,4,2,580,W
3055,3054,4,2,580,W
3061,3354,4,2,580,W
3062,3061,4,2,580,W
3066,3086,4,2,580,W
3068,3066,4,2,580,W
3086,3055,4,2,580,W
3116,3144,4,2,580,W
3126,3132,4,2,580,W
3132,3116,4,2,580,W
3144,2958,4,2,580,W
3351,3068,4,2,580,W
3354,3351,4,2,580,W
3447,3453,4,2,580,W
3453,3062,4,2,580,W
3478,3479,3,1,580,W
3479,3482,4,2,580,W
3480,3447,4,2,580,W
3481,3480,4,2,580,W
3482,3481,4,2,580,W
3500,3478,5,2,580,W
3501,2755,5,2,580,W
3533,3501,4,2,580,W
3534,3533,4,2,580,W
3959,3534,4,2,580,W
3960,3959,4,2,580,W
3961,3963,4,2,580,W
3963,3960,5,2,580,W
3970,3961,5,2,580,W
3974,3976,4,2,580,W
3976,3982,5,2,580,W
3982,3970,3,2,580,W
3986,4046,4,2,580,W
4039,3986,4,2,580,W
4046,4048,4,2,580,W
4048,3974,4,2,580,W
4096,8770,4,2,580,W
4097,2897,4,2,580,W
4098,4097,4,2,580,W
4103,4104,4,2,580,W
4104,4096,4,2,580,W
4110,4120,4,2,580,W
4112,4098,4,2,580,W
4113,4112,4,2,580,W
4118,2936,4,2,580,W
4120,4118,4,2,580,W
4123,4113,4,2,580,W
7894,7895,2,2,580,W
7895,7993,2,2,580,W
7993,7902,2,2,580,W
8316,2758,4,2,580,W
8318,8316,4,2,580,W
8770,8771,4,2,580,W
8771,8318,4,2,580,W
9419,9420,1,2,580,W
9420,9421,1,2,580,W
9421,9422,1,2,580,W
9422,9461,1,2,580,W
9424,9425,1,2,580,W
9425,9426,1,2,580,W
9426,9427,1,2,580,W
9427,9428,1,2,580,W
9428,9429,1,2,580,W
9429,9430,1,2,580,W
9430,9431,1,2,580,W
9431,9474,1,2,580,W
9461,9424,1,2,580,W
9462,9419,1,2,580,W
9464,9462,1,2,580,W
9473,9475,1,2,580,W
9474,9473,1,2,580,W
9475,9476,1,2,580,W
9476,9477,1,2,580,W
9477,9478,1,2,580,W
9478,9818,1,2,580,W
9809,9464,1,2,580,W
9818,9819,1,2,580,W
10601,10607,1,2,580,W
20294,10601,1,2,580,W
1717,10657,4,2,680,N
1723,1717,3,2,680,N
1737,1780,3,2,680,N
1739,1737,4,2,680,N
1741,1723,3,2,680,N
1742,1739,3,2,680,N
1780,1991,4,2,680,N
1782,8501,4,2,680,N
1783,1793,3,2,680,N
1793,1795,3,2,680,N
1795,1797,3,2,680,N
1797,1968,3,2,680,N
1944,1945,5,2,680,N
1945,1948,5,2,680,N
1948,1949,6,2,680,N
1949,1951,3,2,680,N
1950,1955,6,2,680,N
1951,1950,3,2,680,N
1955,1974,5,2,680,N
1968,1944,4,2,680,N
1973,2082,5,2,680,N
1974,1973,6,2,680,N
1991,1782,3,2,680,N
2014,1783,3,2,680,N
2036,2057,3,2,680,N
2039,2043,3,2,680,N
2041,2047,4,2,680,N
2043,2041,3,2,680,N
2047,2148,3,2,680,N
2057,2039,3,2,680,N
2075,2077,5,2,680,N
2077,2036,6,2,680,N
2082,2075,6,2,680,N
2130,2142,7,6,680,N
2132,2135,3,2,680,N
2135,2130,3,2,680,N
2138,2132,3,2,680,N
2142,11596,5,2,680,N
2148,2138,3,2,680,N
2528,4050,3,2,680,N
2555,2528,3,2,680,N
2569,2555,4,2,680,N
2581,2569,4,2,680,N
2615,2581,4,2,680,N
3583,3819,3,2,680,N
3585,3583,3,2,680,N
3804,2615,4,2,680,N
3814,3822,3,2,680,N
3819,10309,3,2,680,N
3820,3814,3,2,680,N
3822,3804,3,2,680,N
3866,3869,3,2,680,N
3869,3873,3,2,680,N
3873,3585,3,2,680,N
3972,1741,4,2,680,N
3983,4019,5,2,680,N
4001,4105,3,2,680,N
4003,3983,3,2,680,N
4019,3972,5,2,680,N
4026,4027,3,2,680,N
4027,4001,3,2,680,N
4050,4059,3,2,680,N
4059,4061,3,2,680,N
4061,4026,3,2,680,N
4105,4135,3,2,680,N
4135,4003,4,2,680,N
4846,5253,4,2,680,N
5214,4846,4,2,680,N
5245,5753,4,2,680,N
5249,5214,6,2,680,N
5252,5245,4,2,680,N
5253,5252,4,2,680,N
5737,5755,5,2,680,N
5752,5789,4,2,680,N
5753,5737,4,2,680,N
5755,5752,4,2,680,N
5774,3866,3,2,680,N
5775,5774,3,2,680,N
5776,5775,3,2,680,N
5782,5776,4,2,680,N
5787,5782,3,2,680,N
5789,5792,4,2,680,N
5792,5787,4,2,680,N
8501,8503,3,2,680,N
8503,2014,3,2,680,N
9017,9018,1,2,680,N
9018,9019,1,2,680,N
9019,10658,1,2,680,N
9020,9021,1,2,680,N
9021,9022,1,2,680,N
9022,9023,1,2,680,N
9023,9024,1,2,680,N
9024,9025,1,2,680,N
9025,9026,1,2,680,N
9026,9027,1,2,680,N
9027,9028,1,2,680,N
9028,9029,1,2,680,N
9029,9030,1,2,680,N
9030,9031,1,2,680,N
9031,9032,1,2,680,N
9032,9741,1,2,680,N
9236,9239,1,2,680,N
9239,9241,1,2,680,N
9241,10036,1,2,680,N
9243,9244,1,2,680,N
9244,10603,1,2,680,N
9549,9017,1,2,680,N
9739,9740,1,2,680,N
9740,9236,1,2,680,N
10007,10005,1,2,680,N
10036,20000,1,2,680,N
10309,3820,3,2,680,N
10537,11832,2,2,680,N
10538,10537,2,2,680,N
10602,10007,1,2,680,N
10657,1742,4,2,680,N
10658,9020,1,2,680,N
11058,10538,2,2,680,N
11060,11058,2,2,680,N
11596,11628,2,2,680,N
11628,11629,2,2,680,N
11629,11630,2,2,680,N
11630,11060,2,2,680,N
11832,11816,2,2,680,N
20000,9243,1,2,680,N
1718,1724,3,2,680,S
1724,1740,3,2,680,S
1740,3973,3,2,680,S
1749,1757,3,2,680,S
1750,1990,3,2,680,S
1757,1758,4,2,680,S
1758,1759,3,2,680,S
1759,10656,4,2,680,S
1764,1996,3,2,680,S
1766,1764,3,2,680,S
1771,1766,3,2,680,S
1773,1771,3,2,680,S
1878,1773,4,2,680,S
1880,1878,5,2,680,S
1882,1880,5,2,680,S
1884,1882,6,2,680,S
1885,1884,6,2,680,S
1917,2109,4,2,680,S
1918,1917,7,2,680,S
1919,1918,6,2,680,S
1921,1919,5,2,680,S
1922,1921,5,2,680,S
1924,1922,5,2,680,S
1934,1924,5,2,680,S
1990,1749,4,2,680,S
1996,8504,3,2,680,S
2038,2089,3,2,680,S
2044,2038,4,2,680,S
2073,1934,6,2,680,S
2074,2171,5,2,680,S
2081,2074,3,2,680,S
2089,2081,3,2,680,S
2094,2098,4,2,680,S
2098,2044,3,2,680,S
2109,1885,4,2,680,S
2131,2136,3,2,680,S
2133,2139,3,2,680,S
2136,2133,3,2,680,S
2139,2145,3,2,680,S
2145,2094,3,2,680,S
2171,2073,6,2,680,S
2454,2554,3,2,680,S
2554,2564,3,2,680,S
2564,2580,3,2,680,S
2580,2582,3,2,680,S
2582,3805,3,2,680,S
3582,3584,3,2,680,S
3584,3874,3,2,680,S
3805,3821,3,2,680,S
3813,3817,3,2,680,S
3817,10308,3,2,680,S
3818,3582,3,2,680,S
3821,3813,3,2,680,S
3867,5773,3,2,680,S
3870,3867,3,2,680,S
3874,3870,3,2,680,S
3971,4029,3,2,680,S
3973,4011,5,2,680,S
4000,4028,3,2,680,S
4011,3971,3,2,680,S
4025,4062,3,2,680,S
4028,4025,3,2,680,S
4029,4134,4,2,680,S
4051,2454,3,2,680,S
4060,4051,3,2,680,S
4062,4060,3,2,680,S
4106,4000,3,2,680,S
4134,4106,3,2,680,S
4813,5215,4,2,680,S
5215,5250,6,2,680,S
5246,5251,4,2,680,S
5247,4813,4,2,680,S
5251,5247,4,2,680,S
5735,5736,5,2,680,S
5736,5754,4,2,680,S
5751,5735,4,2,680,S
5754,5246,4,2,680,S
5773,5777,3,2,680,S
5777,5778,3,2,680,S
5778,5781,4,2,680,S
5781,5788,3,2,680,S
5788,5791,4,2,680,S
5790,5751,4,2,680,S
5791,5790,4,2,680,S
8502,1750,4,2,680,S
8504,8502,3,2,680,S
9000,9001,1,2,680,S
9001,9002,1,2,680,S
9002,9003,1,2,680,S
9003,9004,1,2,680,S
9004,9005,1,2,680,S
9005,9006,1,2,680,S
9006,9007,1,2,680,S
9007,9008,1,2,680,S
9008,9009,1,2,680,S
9009,9010,1,2,680,S
9010,9011,1,2,680,S
9011,9012,1,2,680,S
9012,10040,1,2,680,S
9013,9014,1,2,680,S
9014,10654,1,2,680,S
9175,10621,1,2,680,S
9187,10624,1,2,680,S
9234,10665,1,2,680,S
9235,10662,1,2,680,S
9238,10667,1,2,680,S
9240,10668,1,2,680,S
9242,10038,1,2,680,S
9247,9248,1,2,680,S
9248,20001,1,2,680,S
9259,10626,1,2,680,S
9261,10627,1,2,680,S
9264,10628,1,2,680,S
9267,10629,1,2,680,S
9271,10633,1,2,680,S
9342,9261,1,2,680,S
9451,9000,1,2,680,S
10038,9240,1,2,680,S
10040,9013,1,2,680,S
10308,3818,3,2,680,S
10535,10536,2,2,680,S
10536,11059,2,2,680,S
10620,10622,1,2,680,S
10621,10620,1,2,680,S
10622,9187,1,2,680,S
10623,10625,1,2,680,S
10624,10623,1,2,680,S
10625,9259,1,2,680,S
10626,9342,1,2,680,S
10627,9264,1,2,680,S
10628,9267,1,2,680,S
10629,10632,1,2,680,S
10632,9271,1,2,680,S
10633,10630,1,2,680,S
10654,9016,1,2,680,S
10656,1718,4,2,680,S
10664,9235,1,2,680,S
10665,10664,1,2,680,S
10666,9234,1,2,680,S
10667,10666,1,2,680,S
10668,9238,1,2,680,S
11059,11061,2,2,680,S
11061,11625,2,2,680,S
11597,11683,4,2,680,S
11625,11626,2,2,680,S
11626,11627,2,2,680,S
11627,11597,2,2,680,S
11683,2131,4,2,680,S
11817,11831,2,2,680,S
11831,10535,2,2,680,S
20001,9242,1,2,680,S
11647,11658,2,2,780,E
11653,11647,2,2,780,E
11926,11653,2,2,780,E
11657,11668,2,2,780,W
11668,11704,2,2,780,W
11704,11927,2,2,780,W
2409,2496,3,2,880,N
2496,2499,3,2,880,N
2499,2526,3,2,880,N
2526,2601,4,2,880,N
2539,10506,2,2,880,N
2598,2788,2,1,880,N
2601,2539,2,2,880,N
2601,2598,2,1,880,N
2646,3678,4,2,880,N
2649,2646,3,2,880,N
2663,2664,4,2,880,N
2664,3315,5,2,880,N
2684,2806,4,2,880,N
2806,2810,4,2,880,N
2810,2826,5,2,880,N
2826,2409,3,2,880,N
3183,3188,4,2,880,N
3188,2684,4,2,880,N
3190,3183,4,2,880,N
3291,3293,5,2,880,N
3293,3297,4,2,880,N
3297,2663,4,2,880,N
3315,3190,4,2,880,N
3360,3361,5,2,880,N
3361,3363,5,2,880,N
3363,3365,4,2,880,N
3365,3291,4,2,880,N
3377,3382,5,2,880,N
3382,3360,4,2,880,N
3415,3419,3,2,880,N
3419,3420,4,2,880,N
3420,3377,4,2,880,N
3597,3598,4,2,880,N
3598,3600,4,2,880,N
3600,3602,5,2,880,N
3602,3605,4,2,880,N
3605,3415,5,2,880,N
3666,3667,4,2,880,N
3667,3597,3,2,880,N
3678,3666,3,2,880,N
3705,3709,3,2,880,N
3709,3711,4,2,880,N
3711,3714,4,2,880,N
3714,2649,3,2,880,N
3745,3746,3,2,880,N
3746,3748,3,2,880,N
3748,3705,3,2,880,N
3750,3745,3,2,880,N
3751,3750,4,2,880,N
3775,3751,3,2,880,N
3776,3775,4,2,880,N
3778,3776,3,2,880,N
3843,3847,4,2,880,N
3847,3849,4,2,880,N
3849,3851,3,2,880,N
3851,3854,3,2,880,N
3854,3920,3,2,880,N
3920,3929,3,2,880,N
3929,3931,3,2,880,N
3931,3778,4,2,880,N
4252,5795,4,2,880,N
5039,5717,3,2,880,N
5060,5062,3,2,880,N
5062,5039,4,2,880,N
5083,5060,3,2,880,N
5085,5083,3,2,880,N
5099,5798,4,2,880,N
5101,5099,3,2,880,N
5103,5085,4,2,880,N
5105,5103,4,2,880,N
5142,5105,4,2,880,N
5144,5142,3,2,880,N
5145,5144,4,2,880,N
5146,5145,3,2,880,N
5153,5146,3,2,880,N
5710,5799,3,2,880,N
5711,5710,3,2,880,N
5712,5711,3,2,880,N
5713,5712,3,2,880,N
5714,5713,3,2,880,N
5717,5714,3,2,880,N
5795,3843,5,2,880,N
5796,4252,5,2,880,N
5798,5796,3,2,880,N
5799,5101,4,2,880,N
8918,8919,1,2,880,N
8919,20238,1,2,880,N
8921,20234,1,2,880,N
8923,20232,1,2,880,N
8925,20230,1,2,880,N
8927,8928,1,2,880,N
8928,8929,1,2,880,N
8998,20240,1,2,880,N
9041,8998,1,2,880,N
9049,9202,1,2,880,N
9172,9041,1,2,880,N
9174,9172,1,2,880,N
9176,9174,1,2,880,N
9180,20193,1,2,880,N
9182,9180,1,2,880,N
9184,9182,1,2,880,N
9188,20195,1,2,880,N
9190,9188,1,2,880,N
9192,9190,1,2,880,N
9194,9192,1,2,880,N
9196,9194,1,2,880,N
9198,9196,1,2,880,N
9200,9198,1,2,880,N
9202,9200,1,2,880,N
9453,20197,1,2,880,N
9455,9453,1,2,880,N
9457,9455,1,2,880,N
9459,9457,1,2,880,N
9570,9571,1,2,880,N
9571,9572,1,2,880,N
9572,9573,1,2,880,N
9573,9574,1,2,880,N
9574,9459,1,2,880,N
10387,10388,1,1,880,N
10387,20433,1,2,880,N
10388,9865,1,1,880,N
10506,2778,2,2,880,N
20193,9176,1,2,880,N
20195,9184,1,2,880,N
20197,9049,1,2,880,N
20230,8927,1,2,880,N
20232,8925,1,2,880,N
20234,8923,1,2,880,N
20236,8921,1,2,880,N
20238,20236,1,2,880,N
20240,8918,1,2,880,N
20433,20434,1,2,880,N
20434,8994,1,2,880,N
20450,20451,1,2,880,N
2459,2805,3,2,880,S
2498,2785,3,2,880,S
2500,2498,3,2,880,S
2503,2500,3,2,880,S
2529,2503,3,2,880,S
2540,2529,3,2,880,S
2597,2529,2,1,880,S
2645,2693,3,2,880,S
2665,2682,4,2,880,S
2682,3296,4,2,880,S
2693,3715,3,2,880,S
2737,2738,4,2,880,S
2738,3189,4,2,880,S
2764,2540,3,2,880,S
2785,2459,3,2,880,S
2787,2597,2,1,880,S
2805,2808,4,2,880,S
2808,2737,4,2,880,S
3184,3191,4,2,880,S
3189,3184,4,2,880,S
3191,3316,4,2,880,S
3278,3400,4,2,880,S
3279,3278,5,2,880,S
3281,3279,4,2,880,S
3289,3281,4,2,880,S
3292,3289,4,2,880,S
3294,3292,5,2,880,S
3296,3294,4,2,880,S
3316,2665,4,2,880,S
3396,3416,3,2,880,S
3397,3396,3,2,880,S
3399,3397,3,2,880,S
3400,3399,4,2,880,S
3416,3606,4,2,880,S
3601,3640,4,2,880,S
3603,3601,5,2,880,S
3606,3603,4,2,880,S
3637,3679,3,2,880,S
3638,3637,4,2,880,S
3639,3638,3,2,880,S
3640,3639,4,2,880,S
3679,2645,4,2,880,S
3706,3857,3,2,880,S
3710,3706,3,2,880,S
3712,3710,4,2,880,S
3715,3712,3,2,880,S
3844,4485,5,2,880,S
3846,3844,3,2,880,S
3850,3846,4,2,880,S
3852,3850,3,2,880,S
3855,3852,3,2,880,S
3856,3855,3,2,880,S
3857,3859,3,2,880,S
3859,3887,3,2,880,S
3887,3889,3,2,880,S
3889,3890,3,2,880,S
3890,3911,3,2,880,S
3903,3905,3,2,880,S
3905,3856,3,2,880,S
3911,3912,3,2,880,S
3912,3914,3,2,880,S
3914,3903,3,2,880,S
4485,5812,4,2,880,S
4823,4826,3,2,880,S
5098,5100,3,2,880,S
5100,5682,4,2,880,S
5122,5124,3,2,880,S
5124,5126,4,2,880,S
5126,4823,3,2,880,S
5271,5272,5,2,880,S
5272,5274,3,2,880,S
5274,5277,3,2,880,S
5276,5292,3,2,880,S
5277,5276,3,2,880,S
5292,5294,3,2,880,S
5294,5122,4,2,880,S
5681,5098,3,2,880,S
5682,5684,3,2,880,S
5684,5685,3,2,880,S
5685,5686,3,2,880,S
5686,5688,3,2,880,S
5688,5689,3,2,880,S
5689,5691,3,2,880,S
5691,5271,4,2,880,S
5812,5831,5,2,880,S
5831,5681,4,2,880,S
8900,8901,1,2,880,S
8901,8903,1,2,880,S
8903,8904,1,2,880,S
8904,8905,1,2,880,S
8905,20229,1,2,880,S
8907,20231,1,2,880,S
8909,20233,1,2,880,S
8911,20235,1,2,880,S
8913,20237,1,2,880,S
8914,20239,1,2,880,S
8916,8996,1,2,880,S
8996,9039,1,2,880,S
9039,9125,1,2,880,S
9046,20196,1,2,880,S
9125,9173,1,2,880,S
9173,20241,1,2,880,S
9177,9179,1,2,880,S
9179,9181,1,2,880,S
9181,20194,1,2,880,S
9185,20242,1,2,880,S
9189,9191,1,2,880,S
9191,9193,1,2,880,S
9193,9195,1,2,880,S
9195,9197,1,2,880,S
9197,9199,1,2,880,S
9199,9201,1,2,880,S
9201,9046,1,2,880,S
9452,9454,1,2,880,S
9454,9456,1,2,880,S
9456,9458,1,2,880,S
9458,9565,1,2,880,S
9557,9558,1,2,880,S
9558,9559,1,2,880,S
9559,9560,1,2,880,S
9560,8900,1,2,880,S
9565,9566,1,2,880,S
9566,9567,1,2,880,S
9567,9568,1,2,880,S
9568,9569,1,2,880,S
9569,9168,1,2,880,S
9849,9557,1,2,880,S
9851,9849,1,2,880,S
20194,9185,1,2,880,S
20196,9452,1,2,880,S
20229,8907,1,2,880,S
20231,8909,1,2,880,S
20233,8911,1,2,880,S
20235,8913,1,2,880,S
20237,8914,1,2,880,S
20239,8916,1,2,880,S
20241,9177,1,2,880,S
20242,9189,1,2,880,S
2822,2805,3,2,980,E
2823,2933,2,2,980,E
2894,2728,5,2,980,E
2933,2894,3,2,980,E
2727,2895,5,2,980,W
2826,2893,2,2,980,W
2893,2823,2,2,980,W
2895,2932,3,2,980,W
2932,2822,3,2,980,W
